,AdmArea,District,Address,PropertyType,ObjectArea,Note,global_id,coordinates
185,Северный административный округ,Савеловский,"город Москва, Петровско-Разумовский проезд, дом 24, корпус 5",помещение,154.5,,832323444,"[37.5649589804139, 55.8035737640003]"
186,Северо-Восточный административный округ,Ростокино,"город Москва, улица Бажова, дом 5",помещение,137.7,,832332831,"[37.6603671942464, 55.8337468258532]"
187,Северо-Восточный административный округ,Алексеевский,"город Москва, проспект Мира, дом 108",помещение,252.2,,832340735,"[37.6375876896646, 55.8039813983006]"
188,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 68/10",помещение,98.9,,832346942,"[37.5455503151405, 55.6896721058844]"
189,Юго-Западный административный округ,Коньково,"город Москва, улица Миклухо-Маклая, дом 40, корпус 1",помещение,108.6,,832351310,"[37.5384054614058, 55.6386071609355]"
190,Юго-Западный административный округ,Черемушки,"город Москва, улица Намёткина, дом 17/68",помещение,115.5,,832356716,"[37.5584856458265, 55.6616101062185]"
191,Юго-Восточный административный округ,Лефортово,"город Москва, Сторожевая улица, дом 31",помещение,111.8,,832359022,"[37.7168348428561, 55.7648550445943]"
192,Юго-Восточный административный округ,Лефортово,"город Москва, Авиамоторная улица, дом 28/4",помещение,151.2,,832362101,"[37.7191775117998, 55.7460267261164]"
193,Юго-Западный административный округ,Черемушки,"город Москва, Профсоюзная улица, дом 25, корпус 1",помещение,337.6,,832367242,"[37.562428406572, 55.6740561859197]"
194,Юго-Восточный административный округ,Некрасовка,"город Москва, 1-я Вольская улица, дом 18, корпус 2",помещение,50.1,,832367244,"[37.9225790706755, 55.6823521445936]"
195,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 26",помещение,188.9,,832367247,"[37.5622194854995, 55.5514884398481]"
196,Центральный административный округ,Пресненский,"город Москва, Средний Трёхгорный переулок, дом 7",помещение,99.0,,832367250,"[37.5655999785478, 55.7593896705198]"
197,Центральный административный округ,Тверской,"город Москва, Делегатская улица, дом 11",помещение,121.1,,832367252,"[37.6144605269842, 55.7765189904446]"
198,Центральный административный округ,Тверской,"город Москва, Садовая-Самотёчная улица, дом 2/12",помещение,149.8,,832367254,"[37.6127988133369, 55.7729497220138]"
199,Центральный административный округ,Басманный,"город Москва, Новая Басманная улица, дом 31, строение 1",помещение,471.3,,832367258,"[37.6657188438698, 55.7699819466368]"
200,Западный административный округ,Дорогомилово,"город Москва, Кутузовский проспект, дом 30",помещение,292.5,,861767426,"[37.536598204394, 55.7421724865891]"
201,Западный административный округ,Дорогомилово,"город Москва, Кутузовский проспект, дом 30",помещение,157.1,,861767441,"[37.536598204394, 55.7421724865891]"
202,Западный административный округ,Тропарево-Никулино,"город Москва, проспект Вернадского, дом 127",помещение,115.5,,861767468,"[37.4813679620421, 55.6531572136785]"
203,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1444",помещение,236.7,,861767488,"[37.1514706078319, 55.9860922482338]"
204,Восточный административный округ,Гольяново,"город Москва, Амурская улица, дом 56",помещение,50.0,,861767509,"[37.7873526769934, 55.8128234435484]"
205,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1539",помещение,116.5,,861767520,"[37.1571366946391, 55.9777950753866]"
206,Южный административный округ,Царицыно,"город Москва, Весёлая улица, дом 4",помещение,33.3,,861767724,"[37.6663991702179, 55.6218935277487]"
207,Восточный административный округ,Вешняки,"город Москва, Вешняковская улица, дом 29Б",помещение,82.9,,861767740,"[37.8296893431305, 55.7234790754431]"
208,Южный административный округ,Братеево,"город Москва, Ключевая улица, дом 14, корпус 1",помещение,73.1,,861767758,"[37.7599709633607, 55.6352655534948]"
209,Южный административный округ,Бирюлево Восточное,"город Москва, Загорьевская улица, дом 10, корпус 4",помещение,5.6,,861767782,"[37.6766504332215, 55.5782730868285]"
210,Восточный административный округ,Новогиреево,"город Москва, Союзный проспект, дом 4",помещение,27.5,,861767793,"[37.8050408562296, 55.7497250010584]"
211,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1561",помещение,130.4,,861767809,"[37.1508440196291, 55.9782832395838]"
212,Центральный административный округ,Хамовники,"город Москва, Серпов переулок, дом 3-5",помещение,143.5,,861767837,"[37.5785873443328, 55.739433429962]"
213,Центральный административный округ,Пресненский,"город Москва, Садовая-Кудринская улица, дом 23, строение 4",помещение,159.6,,861767854,"[37.5883399687415, 55.7660528683563]"
214,Южный административный округ,Нагатинский Затон,"город Москва, улица Речников, дом 14, корпус 1",помещение,319.0,,861767909,"[37.6934570629086, 55.6851037165512]"
215,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1512",помещение,49.1,,861767915,"[37.1569854142378, 55.9831704690006]"
216,Юго-Западный административный округ,Коньково,"город Москва, улица Академика Арцимовича, дом 13",помещение,120.1,,861767920,"[37.5129052769466, 55.6391921291221]"
217,Юго-Западный административный округ,Котловка,"город Москва, Нагорная улица, дом 7, корпус 5",помещение,136.2,,861767928,"[37.612210934982, 55.68056727779]"
218,Юго-Западный административный округ,Черемушки,"город Москва, Новочерёмушкинская улица, дом 55, корпус 2",помещение,54.4,,861767932,"[37.5699844432456, 55.6705665906599]"
219,Юго-Восточный административный округ,Некрасовка,"город Москва, 2-я Вольская улица, дом 7, корпус 1",помещение,123.3,,861767938,"[37.9237493422814, 55.6871281986186]"
220,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Академика Пилюгина, дом 4",помещение,139.2,,861768322,"[37.5422909257141, 55.6731249193796]"
221,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Академика Пилюгина, дом 4",помещение,287.7,,861768345,"[37.5422909257141, 55.6731249193796]"
222,Юго-Восточный административный округ,Люблино,"город Москва, улица Марьинский Парк, дом 45",помещение,143.6,,861768353,"[37.7944820231031, 55.6726221669372]"
223,Юго-Восточный административный округ,Люблино,"город Москва, улица Марьинский Парк, дом 45",помещение,143.5,,861768443,"[37.7944820231031, 55.6726221669372]"
224,Юго-Восточный административный округ,Некрасовка,"город Москва, Рождественская улица, дом 14",помещение,61.5,,861768450,"[37.9188317114893, 55.7028469664148]"
225,Юго-Восточный административный округ,Печатники,"город Москва, улица Гурьянова, дом 8, корпус 1",помещение,147.2,,861768457,"[37.7180052705308, 55.6900669795545]"
226,Юго-Восточный административный округ,Люблино,"город Москва, улица Марьинский Парк, дом 45",помещение,138.4,,861768468,"[37.7944820231031, 55.6726221669372]"
227,Юго-Восточный административный округ,Люблино,"город Москва, улица Марьинский Парк, дом 45",помещение,138.5,,861768472,"[37.7944820231031, 55.6726221669372]"
228,Юго-Восточный административный округ,Люблино,"город Москва, улица Марьинский Парк, дом 45",помещение,116.9,,861768477,"[37.7944820231031, 55.6726221669372]"
229,Юго-Восточный административный округ,Люблино,"город Москва, улица Марьинский Парк, дом 45",помещение,143.9,,861768480,"[37.7944820231031, 55.6726221669372]"
230,Южный административный округ,Бирюлево Восточное,"город Москва, Липецкая улица, дом 54/21",помещение,183.4,,861768487,"[37.6838188766619, 55.5782550482054]"
231,Южный административный округ,Бирюлево Западное,"город Москва, Медынская улица, дом 14, корпус 1",помещение,56.3,,861768492,"[37.6467942587524, 55.5830888697184]"
232,Северный административный округ,Дмитровский,"город Москва, Ангарская улица, дом 51, корпус 2",помещение,75.4,,861768498,"[37.5268047413311, 55.8819453688202]"
233,Северный административный округ,Аэропорт,"город Москва, Красноармейская улица, дом 10, корпус 2",помещение,75.6,,861768504,"[37.5470054242528, 55.7987831131826]"
234,Северный административный округ,Войковский,"город Москва, Ленинградское шоссе, дом 34, корпус 2",помещение,99.4,,861768511,"[37.4911385675611, 55.8303417506154]"
235,Центральный административный округ,Таганский,"город Москва, улица Талалихина, дом 2/1, корпус 5",помещение,121.0,,861768539,"[37.6736576725223, 55.737921324769]"
236,Северный административный округ,Бескудниковский,"город Москва, Селигерская улица, дом 18, корпус 3",помещение,64.5,,861768577,"[37.5532271041827, 55.8669532422298]"
237,Северный административный округ,Левобережный,"город Москва, Смольная улица, дом 73",помещение,186.4,,861768585,"[37.4677120087571, 55.8724067825744]"
238,Южный административный округ,Даниловский,"город Москва, Автозаводская улица, дом 17, корпус 1",помещение,84.0,,861768592,"[37.6538457770114, 55.7044234552425]"
239,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Е, корпус 3",помещение,115.1,,861850462,"[37.5414085699228, 55.9245506603546]"
240,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Е, корпус 3",помещение,121.1,,861850506,"[37.5414085699228, 55.9245506603546]"
241,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Е, корпус 3",помещение,63.4,,861851214,"[37.5414085699228, 55.9245506603546]"
242,Северо-Восточный административный округ,Марфино,"город Москва, улица Академика Комарова, дом 5А",помещение,243.4,,861851259,"[37.5948794532534, 55.8291368734242]"
243,Северо-Восточный административный округ,Лосиноостровский,"город Москва, Стартовая улица, дом 35",помещение,230.1,,861851287,"[37.6884807378651, 55.8860755867408]"
244,Северо-Восточный административный округ,Северный,"город Москва, Челобитьевское шоссе, дом 10, корпус 1",помещение,72.9,,861851308,"[37.5521417602462, 55.9137932206571]"
245,Восточный административный округ,Сокольники,"город Москва, улица Стромынка, дом 11",помещение,264.5,,861851323,"[37.6922231022267, 55.7940376284426]"
246,Восточный административный округ,Гольяново,"город Москва, Уральская улица, дом 1, корпус 1",помещение,18.1,,861851338,"[37.7964590529134, 55.8119845988619]"
247,Восточный административный округ,Гольяново,"город Москва, Уральская улица, дом 1, корпус 1",помещение,32.9,,861851344,"[37.7964590529134, 55.8119845988619]"
248,Юго-Восточный административный округ,Выхино-Жулебино,"город Москва, Ферганская улица, дом 12",помещение,50.7,,861851352,"[37.8087825139265, 55.7080815492095]"
249,Юго-Западный административный округ,Северное Бутово,"город Москва, улица Академика Глушко, дом 14, корпус 1",помещение,45.5,,861851354,"[37.5641354658624, 55.5659074734665]"
250,Восточный административный округ,Гольяново,"город Москва, Уральская улица, дом 1, корпус 1",помещение,50.2,,861851423,"[37.7964590529134, 55.8119845988619]"
251,Юго-Восточный административный округ,Люблино,"город Москва, Краснодонская улица, дом 23, корпус 1",помещение,131.2,,861851431,"[37.7499759454956, 55.6789323276939]"
252,Северный административный округ,Аэропорт,"город Москва, Красноармейская улица, дом 5",помещение,121.7,,861851459,"[37.5477100644114, 55.7976429424693]"
253,Центральный административный округ,Таганский,"город Москва, Верхняя Радищевская улица, дом 13-15",помещение,103.5,,861851467,"[37.6522616458962, 55.7440095182792]"
254,Северо-Западный административный округ,Строгино,"город Москва, Таллинская улица, дом 32, корпус 2",помещение,38.1,,861851544,"[37.409115794837, 55.8014631344268]"
255,Юго-Восточный административный округ,Печатники,"город Москва, улица Гурьянова, дом 8, корпус 1",помещение,114.3,,861851551,"[37.7180052705308, 55.6900669795545]"
256,Центральный административный округ,Тверской,"город Москва, Новослободская улица, дом 73, корпус 3",помещение,90.6,,861851560,"[37.5892595960282, 55.7898293291827]"
257,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 37, корпус 1",помещение,78.5,,861851565,"[37.5694662972269, 55.5506433422636]"
258,Центральный административный округ,Таганский,"город Москва, Большой Факельный переулок, дом 8",помещение,142.5,,861851572,"[37.6632967447719, 55.742055145594]"
259,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 37, корпус 1",помещение,102.9,,861851583,"[37.5694662972269, 55.5506433422636]"
260,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Академика Пилюгина, дом 4",помещение,137.4,,861851596,"[37.5422909257141, 55.6731249193796]"
261,Центральный административный округ,Мещанский,"город Москва, Олимпийский проспект, дом 22",помещение,93.8,,861851604,"[37.6228525332511, 55.7872520217442]"
262,Юго-Восточный административный округ,Текстильщики,"город Москва, улица Малышева, дом 19, корпус 2",помещение,88.1,,861851615,"[37.7449606509461, 55.6957385341839]"
263,Южный административный округ,Донской,"город Москва, Ленинский проспект, дом 37А",помещение,369.6,,861851630,"[37.5866398528542, 55.7090838155442]"
264,Юго-Восточный административный округ,Рязанский,"город Москва, улица Фёдора Полетаева, дом 13",помещение,167.7,,861851716,"[37.7817601521581, 55.7117742395901]"
265,Южный административный округ,Орехово-Борисово Южное,"город Москва, Елецкая улица, дом 11, корпус 2",помещение,149.9,,861851749,"[37.7344126860181, 55.6086417332082]"
266,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, улица 1 Мая, дом 5",помещение,58.2,,861851764,"[37.1742009714963, 55.9767354885889]"
267,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, улица 1 Мая, дом 5",помещение,76.2,,861851787,"[37.1742009714963, 55.9767354885889]"
268,Восточный административный округ,Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",помещение,158.4,,861851792,"[37.8056584264921, 55.8251840686265]"
269,Южный административный округ,Даниловский,"город Москва, Автозаводская улица, дом 17, корпус 1",помещение,67.5,,861851797,"[37.6538457770114, 55.7044234552425]"
270,Северо-Западный административный округ,Щукино,"город Москва, улица Маршала Василевского, дом 1, корпус 1",помещение,193.0,,861851806,"[37.4745867382816, 55.8025504334354]"
271,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 64/2",помещение,89.2,,861851811,"[37.5512317464765, 55.692742848425]"
272,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Адмирала Лазарева, дом 47",помещение,135.8,,861851820,"[37.517434047551, 55.5415113169859]"
273,Юго-Западный административный округ,Котловка,"город Москва, Севастопольский проспект, дом 21",помещение,140.3,,861851832,"[37.5946895998549, 55.6774231548503]"
274,Западный административный округ,Солнцево,"город Москва, Боровский проезд, дом 11",помещение,247.1,,861851842,"[37.3876247106618, 55.6535348888367]"
275,Юго-Восточный административный округ,Южнопортовый,"город Москва, 6-я Кожуховская улица, дом 18, корпус 2",помещение,321.1,,861851848,"[37.6767875873398, 55.7061506918522]"
276,Южный административный округ,Даниловский,"город Москва, улица Татищева, дом 3",помещение,135.3,,861851852,"[37.6158883381862, 55.715651232396]"
277,Центральный административный округ,Красносельский,"город Москва, Протопоповский переулок, дом 38",помещение,254.4,,881427592,"[37.6434709643616, 55.7795207514084]"
278,Северный административный округ,Хорошевский,"город Москва, улица Куусинена, дом 9, корпус 1",помещение,81.5,,881427793,"[37.5138981229656, 55.7808596474834]"
279,Северный административный округ,Беговой,"город Москва, Ленинградский проспект, дом 27",помещение,24.8,,881427894,"[37.5664132616351, 55.7840761428961]"
280,Северный административный округ,Беговой,"город Москва, Ленинградский проспект, дом 4/2",помещение,172.4,,881427996,"[37.5821046134822, 55.7787902635728]"
281,Северный административный округ,Коптево,"город Москва, Новопетровская улица, дом 3",помещение,155.2,,881428099,"[37.5214587412869, 55.8276204640777]"
282,Северный административный округ,Хорошевский,"город Москва, улица Полины Осипенко, дом 10, корпус 1",помещение,154.7,,881428400,"[37.5347593540057, 55.7797494554914]"
283,Северный административный округ,Хорошевский,"город Москва, улица Полины Осипенко, дом 10, корпус 1",помещение,102.0,,881428768,"[37.5347593540057, 55.7797494554914]"
284,Северный административный округ,Хорошевский,"город Москва, улица Полины Осипенко, дом 10, корпус 1",помещение,97.2,,881429102,"[37.5347593540057, 55.7797494554914]"
285,Северный административный округ,Хорошевский,"город Москва, улица Полины Осипенко, дом 10, корпус 1",помещение,87.4,,881429103,"[37.5347593540057, 55.7797494554914]"
286,Северный административный округ,Хорошевский,"город Москва, улица Полины Осипенко, дом 10, корпус 1",помещение,94.4,,881429204,"[37.5347593540057, 55.7797494554914]"
287,Северный административный округ,Хорошевский,"город Москва, улица Полины Осипенко, дом 10, корпус 1",помещение,58.8,,881429205,"[37.5347593540057, 55.7797494554914]"
288,Северный административный округ,Ховрино,"город Москва, Онежская улица, дом 51, корпус 1",помещение,177.1,,881429407,"[37.5063662997224, 55.8584726387194]"
289,Северный административный округ,Беговой,"город Москва, переулок Расковой, дом 24",помещение,154.6,,881429711,"[37.5738285634875, 55.786368912559]"
290,Северный административный округ,Западное Дегунино,"город Москва, улица Маршала Федоренко, дом 7",помещение,182.7,,881429825,"[37.4898192411198, 55.880333753311]"
291,Северо-Восточный административный округ,Ростокино,"город Москва, улица Докукина, дом 5, корпус 1",помещение,167.3,,881430048,"[37.653618230021, 55.8379148244416]"
292,Северо-Восточный административный округ,Северный,"город Москва, Дмитровское шоссе, дом 165Е, корпус 5",помещение,115.4,,881430452,"[37.5424056327835, 55.9255502850887]"
293,Северо-Восточный административный округ,Бибирево,"город Москва, улица Плещеева, дом 16",помещение,38.3,,881433957,"[37.61334369922, 55.88695575649]"
294,Северо-Восточный административный округ,Северное Медведково,"город Москва, Полярная улица, дом 22, корпус 4",помещение,125.2,,881434958,"[37.640569347287, 55.8795571180342]"
295,Северо-Восточный административный округ,Северное Медведково,"город Москва, Полярная улица, дом 20, корпус 1",помещение,101.8,,881435219,"[37.6384641211031, 55.8791737501411]"
296,Северо-Восточный административный округ,Северное Медведково,"город Москва, Полярная улица, дом 20, корпус 1",помещение,77.9,,881435561,"[37.6384641211031, 55.8791737501411]"
297,Северо-Восточный административный округ,Северное Медведково,"город Москва, Полярная улица, дом 20, корпус 1",помещение,74.4,,881435662,"[37.6384641211031, 55.8791737501411]"
298,Северо-Восточный административный округ,Лианозово,"город Москва, Псковская улица, дом 5, корпус 3",помещение,160.2,,881435763,"[37.5480893338252, 55.9050800619942]"
299,Северо-Восточный административный округ,Лианозово,"город Москва, Псковская улица, дом 5, корпус 3",помещение,179.3,,881435864,"[37.5480893338252, 55.9050800619942]"
300,Северо-Восточный административный округ,Алексеевский,"город Москва, Ракетный бульвар, дом 5",помещение,108.8,,881435965,"[37.6448554039403, 55.8196578248039]"
301,Северо-Восточный административный округ,Марьина Роща,"город Москва, улица Сущёвский Вал, дом 3/5",помещение,311.7,,881436066,"[37.5901593708745, 55.7929391542004]"
302,Северо-Восточный административный округ,Северный,"город Москва, Челобитьевское шоссе, дом 10, корпус 3",помещение,140.4,,881461262,"[37.5557505210669, 55.9132060536351]"
303,Северо-Восточный административный округ,Южное Медведково,"город Москва, Ясный проезд, дом 15Б",помещение,176.2,,881461263,"[37.6186839012788, 55.875028124452]"
304,Юго-Западный административный округ,Коньково,"город Москва, улица Миклухо-Маклая, дом 18, корпус 1",помещение,37.5,,881461286,"[37.5178779091013, 55.6456091292107]"
305,Юго-Западный административный округ,Обручевский,"город Москва, улица Архитектора Власова, дом 18",помещение,155.7,,881461330,"[37.5437182216516, 55.6720838589659]"
306,Юго-Западный административный округ,Обручевский,"город Москва, улица Архитектора Власова, дом 18",помещение,104.2,,881461333,"[37.5437182216516, 55.6720838589659]"
307,Юго-Западный административный округ,Ясенево,"город Москва, улица Инессы Арманд, дом 8/17",помещение,240.0,,881461334,"[37.5444237928244, 55.590117041638]"
308,Западный административный округ,Можайский,"город Москва, улица Гришина, дом 10, корпус 3",помещение,164.2,,881461335,"[37.4215107514235, 55.7231461896813]"
309,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 37, корпус 2",помещение,75.2,,881461336,"[37.5706337547545, 55.5507700892886]"
310,Юго-Западный административный округ,Южное Бутово,"город Москва, улица Брусилова, дом 33, корпус 1",помещение,134.9,,881461337,"[37.5954478943262, 55.5013054169643]"
311,Юго-Западный административный округ,Коньково,"город Москва, улица Генерала Антонова, дом 5, корпус 4",помещение,146.1,,881461338,"[37.5371475089366, 55.646109267771]"
312,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Строителей, дом 11, корпус 1",помещение,86.1,,881461339,"[37.5337678472935, 55.6872471291796]"
313,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 43, корпус 3",помещение,89.4,,881461346,"[37.5706654359622, 55.5487273285762]"
314,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 39, корпус 2",помещение,101.9,,881461352,"[37.5713311932367, 55.5502074256254]"
315,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 37, корпус 3",помещение,49.3,,881461355,"[37.5718315458256, 55.5511058343442]"
316,Юго-Западный административный округ,Академический,"город Москва, Большая Черёмушкинская улица, дом 32, корпус 2",помещение,194.8,,881461358,"[37.5819593601172, 55.6802798534139]"
317,Зеленоградский административный округ,Матушкино,"город Москва, город Зеленоград, корпус 250",помещение,135.5,,881461430,"[37.2032997208715, 56.0059373876201]"
318,Восточный административный округ,Восточное Измайлово,"город Москва, Первомайская улица, дом 117",помещение,227.8,,881466757,"[37.8185490945307, 55.793843259597]"
319,Восточный административный округ,Гольяново,"город Москва, Амурская улица, дом 56",помещение,74.2,,881466760,"[37.7873526769934, 55.8128234435484]"
320,Восточный административный округ,Соколиная Гора,"город Москва, Борисовская улица, дом 1",помещение,116.5,,881466764,"[37.7359934639239, 55.7850738716711]"
321,Восточный административный округ,Восточное Измайлово,"город Москва, Измайловский бульвар, дом 50",помещение,200.6,,881466767,"[37.8077491018422, 55.7963252156581]"
322,Восточный административный округ,Восточное Измайлово,"город Москва, 14-я Парковая улица, дом 4",помещение,134.8,,881466772,"[37.8152811663714, 55.7899461873476]"
323,Центральный административный округ,Тверской,"город Москва, улица Чаянова, дом 16",помещение,169.5,,901558830,"[37.5973315183664, 55.7766714279641]"
324,Западный административный округ,Ново-Переделкино,"город Москва, Боровское шоссе, дом 56",помещение,129.8,,901558838,"[37.3458665714788, 55.6349486750418]"
325,Западный административный округ,Солнцево,"город Москва, Солнцевский проспект, дом 6",помещение,131.2,,901558911,"[37.3988132539853, 55.6523781486558]"
326,Западный административный округ,Кунцево,"город Москва, Полоцкая улица, дом 6, корпус 1",помещение,177.6,,901558951,"[37.4251651870677, 55.7299548696485]"
327,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 21",помещение,170.0,,901558959,"[37.5031670744731, 55.7523234805844]"
328,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 21",помещение,160.0,,901558966,"[37.5031670744731, 55.7523234805844]"
329,Западный административный округ,Филевский Парк,"город Москва, Новозаводская улица, дом 21",помещение,80.2,,901558970,"[37.5031670744731, 55.7523234805844]"
330,Западный административный округ,Солнцево,"город Москва, Волынская улица, дом 9",помещение,108.9,,901558972,"[37.416532973873, 55.6425032589741]"
331,Западный административный округ,Раменки,"город Москва, Мосфильмовская улица, дом 17/25",помещение,80.8,,901558978,"[37.5162624603286, 55.7153899986107]"
332,Юго-Западный административный округ,Зюзино,"город Москва, Балаклавский проспект, дом 20, корпус 4",помещение,97.9,,901558979,"[37.5962422789366, 55.6423062922824]"
333,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 39, корпус 1",помещение,74.4,,901558985,"[37.5691068258577, 55.5499453199772]"
334,Юго-Западный административный округ,Северное Бутово,"город Москва, Старокачаловская улица, дом 1, корпус 2",помещение,57.8,,901558986,"[37.5860540624687, 55.5680269501564]"
335,Юго-Западный административный округ,Южное Бутово,"город Москва, Изюмская улица, дом 53, корпус 2",помещение,103.7,,901558992,"[37.5663062714144, 55.5441244173675]"
336,Юго-Западный административный округ,Ясенево,"город Москва, Вильнюсская улица, дом 8, корпус 2",помещение,30.3,,901558993,"[37.5186525612967, 55.6035581134432]"
337,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 68/10",помещение,13.1,,901558994,"[37.5455503151405, 55.6896721058844]"
338,Юго-Западный административный округ,Академический,"город Москва, улица Кедрова, дом 4, корпус 3",помещение,75.3,,901561345,"[37.5655393211721, 55.6857337937678]"
339,Юго-Западный административный округ,Гагаринский,"город Москва, Ленинский проспект, дом 52",помещение,51.9,,901561351,"[37.5627372547802, 55.6992750789325]"
340,Юго-Западный административный округ,Ломоносовский,"город Москва, улица Гарибальди, дом 2, корпус 1",помещение,91.3,,901561357,"[37.5335797482254, 55.6771298719923]"
341,Юго-Западный административный округ,Обручевский,"город Москва, Ленинский проспект, дом 105, корпус 1",помещение,159.0,,901561363,"[37.5160993727305, 55.6643263144791]"
342,Восточный административный округ,Гольяново,"город Москва, Щёлковское шоссе, дом 21А",помещение,24.7,,901561364,"[37.7702856984484, 55.8079770992826]"
343,Восточный административный округ,Преображенское,"город Москва, Большая Черкизовская улица, дом 3, корпус 2",помещение,105.6,,901561370,"[37.7166680914084, 55.7978682734862]"
344,Восточный административный округ,Новокосино,"город Москва, Суздальская улица, дом 40, корпус 2",помещение,44.9,,901561376,"[37.8750311849122, 55.7459226302606]"
345,Восточный административный округ,Гольяново,"город Москва, Хабаровская улица, дом 4",помещение,128.3,,901561377,"[37.8293697184788, 55.8162017798468]"
346,Восточный административный округ,Гольяново,"город Москва, Амурская улица, дом 76",помещение,32.9,,901561389,"[37.7961540367476, 55.8128334939223]"
347,Южный административный округ,Даниловский,"город Москва, Автозаводская улица, дом 17, корпус 1",помещение,83.9,,901561395,"[37.6538457770114, 55.7044234552425]"
348,Южный административный округ,Даниловский,"город Москва, 1-й Кожуховский проезд, дом 1/7",помещение,51.7,,901561616,"[37.6584087266084, 55.7047865228919]"
349,Южный административный округ,Даниловский,"город Москва, Автозаводская улица, дом 17, корпус 1",помещение,138.2,,901561622,"[37.6538457770114, 55.7044234552425]"
350,Южный административный округ,Даниловский,"город Москва, Велозаводская улица, дом 6А",помещение,59.8,,901561623,"[37.6645862300588, 55.7116307971069]"
351,Южный административный округ,Братеево,"город Москва, Братеевская улица, дом 8, корпус 4",помещение,29.0,,901561629,"[37.7606676976594, 55.6302676402108]"
352,Южный административный округ,Донской,"город Москва, 1-й Рощинский проезд, дом 8",помещение,65.5,,901561630,"[37.6059600482636, 55.7085310839819]"
353,Южный административный округ,Чертаново Южное,"город Москва, Россошанская улица, дом 9, корпус 1",помещение,86.3,,901561631,"[37.6115424721174, 55.5954692931913]"
354,Южный административный округ,Царицыно,"город Москва, Промышленная улица, дом 8",помещение,127.2,,901561643,"[37.6349971304057, 55.6346246020922]"
355,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1553",помещение,128.4,,901561650,"[37.155699011211, 55.9798401999471]"
356,Зеленоградский административный округ,Силино,"город Москва, город Зеленоград, корпус 1106",помещение,39.5,,901570325,"[37.1896207965631, 55.9969668530656]"
357,Зеленоградский административный округ,Крюково,"город Москва, город Зеленоград, корпус 1606",помещение,32.1,,901570335,"[37.150729411491, 55.976689644592]"
358,Юго-Западный административный округ,Гагаринский,"город Москва, Молодёжная улица, дом 6",помещение,178.4,,901570337,"[37.5461682822745, 55.6954638964094]"
359,Юго-Западный административный округ,Зюзино,"город Москва, Нахимовский проспект, дом 7, корпус 1",помещение,23.9,,901570345,"[37.611166651036, 55.6630724228033]"
360,Юго-Западный административный округ,Ясенево,"город Москва, Вильнюсская улица, дом 8, корпус 2",помещение,67.2,,901570347,"[37.5186525612967, 55.6035581134432]"
361,Центральный административный округ,Тверской,"город Москва, Садовая-Триумфальная улица, дом 4-10",помещение,143.3,,901570355,"[37.5991604242401, 55.7703819049826]"
362,Северный административный округ,Дмитровский,"город Москва, Ангарская улица, дом 57, корпус 1",помещение,123.5,,901570361,"[37.5275672729849, 55.8830658896667]"
363,Северный административный округ,Дмитровский,"город Москва, Ангарская улица, дом 51, корпус 2",помещение,140.4,,901570382,"[37.5268047413311, 55.8819453688202]"
364,Северный административный округ,Сокол,"город Москва, Волоколамское шоссе, дом 3",помещение,95.5,,901570415,"[37.5025781113335, 55.8068970174008]"
365,Северный административный округ,Тимирязевский,"город Москва, Дмитровское шоссе, дом 7, корпус 2",помещение,55.0,,901570417,"[37.5759767321678, 55.8138502592085]"
